G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100
0.1709601	0.3450970	0.5773148	0.4112259	0.5985596	0.0433137	0.6776313	0.4897536	0.0162710	0.4884947	0.0076115	0.3724469	0.0781868	0.0161779	0.0112611	0.1121945	0.4241398	0.6397593	0.0541960	0.0018063	0.0503835	0.2543295	0.0000000	0.0614410	0.1006066	0.6544010	0.5206761	0.3302289	0.1577986	0.5579675	0.2137009	0.0390950	0.2322162	0.1202542	0.7757616	0.7290432	0.7026352	0.1372727	0.0548015	0.6357621	0.0434878	0.5916024	0.7911395	0.5460817	0.7438318	0.6537557	0.7793549	0.6792444	0.3967201	0.1598319	0.5369382	0.7900794	0.5266302	0.2523159	0.5405853	0.5058827	0.2322316	0.3162102	0.1603154	0.2697495	0.0157434	0.2530697	0.6407438	0.4485009	0.5951439	0.2838273	0.3577695	0.4318648	0.5162967	0.0168150	0.2871045	0.0307880	0.0478806	0.0596172	0.3913722	0.6027096	0.0109039	0.0823327	0.1208320	0.0329084	0.4696128	0.1219329	0.6702424	0.2450491	0.6341780	0.1831493	0.1701870	0.0611210	0.0303707	0.7532114	0.7455093	0.4861758	0.6897437	0.4447047	0.5763052	0.7430375	0.3138151	0.7496931	0.6224669	0.7424383
0.1270494	0.2975962	0.5164398	0.3003928	0.6629100	0.0318132	0.8569041	0.5373729	0.0114583	0.5554993	0.0051712	0.3389952	0.0460829	0.0113926	0.0052863	0.1112686	0.4293581	0.6196079	0.0347057	0.0006810	0.0434765	0.1723321	0.1839119	0.0000000	0.1797955	0.7316140	0.4947339	0.3830943	0.2257518	0.4499217	0.2491308	0.0175225	0.2047543	0.0959625	0.8093342	0.5529270	0.7486707	0.1293633	0.0582855	0.6264344	0.0366706	0.6680096	0.7711437	0.5710452	0.5984161	0.6585964	0.6589435	0.5368541	0.5378243	0.1291594	0.7496776	0.5755067	0.5040032	0.2209206	0.6775945	0.4280594	0.3357063	0.2525558	0.1136293	0.2698121	0.0133513	0.2244405	0.6299225	0.3935013	0.6206878	0.3567799	0.5226257	0.5073246	0.4886258	0.0198276	0.1791003	0.0089992	0.0274178	0.1073888	0.4040041	0.6219045	0.0335192	0.1536858	0.1555338	0.0487237	0.4535924	0.1018395	0.7368105	0.1929671	0.6710348	0.2567545	0.1441171	0.1136973	0.0857787	0.7735380	0.7721303	0.4440964	0.5744140	0.3547264	0.4994083	0.6531334	0.2975744	0.8879218	0.6532440	0.6977646
0.1653613	0.2530102	0.5369324	0.3182776	0.7230351	0.0499949	0.0049342	0.4061001	0.0212961	0.4533230	0.0208628	0.3506723	0.0249051	0.0478222	0.0181163	0.1490427	0.3343410	0.4964463	0.0451907	0.0046006	0.0227104	0.1432703	0.1286493	0.0972189	0.0000000	0.6630076	0.5474643	0.3560214	0.2283114	0.4487642	0.2126111	0.0153709	0.2153884	0.0951583	0.5630797	0.6300155	0.7131874	0.1287736	0.0596950	0.7096821	0.0412639	0.6863120	0.6830570	0.5158457	0.5945138	0.8240237	0.8084798	0.6585130	0.4116667	0.2316930	0.6749268	0.6831894	0.3804580	0.2582354	0.5201168	0.3096584	0.5503437	0.2735779	0.0748418	0.3201635	0.0447651	0.3072178	0.7493883	0.4787904	0.4516063	0.3873572	0.4057915	0.4543438	0.5374049	0.0280991	0.1555782	0.0159213	0.0369090	0.0669933	0.5226060	0.6911759	0.0298701	0.0803223	0.2421233	0.0246335	0.3952574	0.0730614	0.7630689	0.1826474	0.6860834	0.2145051	0.1919451	0.1400522	0.0601971	0.6504159	0.6495201	0.4158232	0.7470334	0.3549090	0.5012541	0.6447314	0.3622873	0.7401003	0.7123568	0.6178658
0.1055896	0.2003482	0.6744449	0.4293105	0.6714858	0.0253318	0.6318824	0.4386248	0.0045729	0.5507767	0.0413663	0.3914008	0.0172492	0.0196449	0.0063639	0.0876733	0.5013445	0.4478491	0.0636744	0.0015089	0.0411483	0.1531906	0.1351366	0.1684248	0.1461811	0.0000000	0.0128602	0.4346567	0.0449905	0.0297792	0.0414207	0.6438918	0.7192294	0.8106166	0.0302670	0.9145038	0.6693217	0.1149107	0.0742643	0.6892420	0.0642152	0.6882229	0.5222028	0.4384048	0.7370990	0.6458125	0.6168564	0.5756975	0.3616040	0.1783445	0.6943190	0.6501671	0.3482969	0.2366604	0.4883787	0.3855919	0.3114233	0.2826541	0.0862013	0.2216930	0.0148902	0.3437710	0.5969453	0.5537425	0.5359097	0.3834077	0.4201920	0.4807936	0.4401054	0.0075284	0.1612554	0.0358163	0.0393068	0.1171760	0.4096107	0.6178687	0.0265373	0.0971396	0.1579756	0.0269080	0.4551989	0.1960912	0.6339556	0.2712906	0.5471720	0.2006757	0.1886688	0.0629666	0.0612878	0.8163543	0.6612079	0.4501681	0.7115872	0.5806412	0.6257120	0.8189586	0.2779437	0.6847291	0.6692945	0.6441013
0.1675539	0.2583610	0.4537549	0.5046287	0.6840681	0.0249948	0.7503044	0.4975292	0.0129395	0.5223974	0.0319490	0.3193384	0.0464245	0.0197032	0.0061480	0.1019093	0.3533970	0.5831449	0.0914157	0.0024406	0.0483894	0.2102464	0.1264417	0.0888089	0.1251751	0.7784574	0.0000000	0.3562574	0.2090443	0.4890570	0.1730121	0.0092089	0.2490924	0.1683083	0.5789083	0.7476075	0.7366625	0.1579998	0.0614634	0.6941018	0.0278342	0.7244441	0.7402434	0.5274417	0.7761822	0.7151828	0.6744599	0.5687215	0.4531503	0.1819468	0.6184970	0.7285018	0.4375745	0.2467589	0.5412928	0.3681473	0.2451079	0.2401883	0.0730238	0.3418593	0.0223301	0.2645592	0.6405822	0.4288373	0.5667114	0.3463067	0.4095837	0.4504439	0.4980457	0.0226036	0.1921349	0.0187490	0.0316199	0.0843785	0.5004328	0.7816133	0.0466724	0.0847121	0.1293738	0.0482628	0.4326392	0.1416043	0.7183553	0.2442430	0.6143250	0.2014007	0.1587650	0.1110476	0.0331285	0.7457178	0.6265475	0.4303184	0.7916400	0.3634468	0.4278900	0.6387227	0.3169310	0.6754795	0.5970958	0.7162706
0.0986630	0.2586995	0.5335421	0.4525290	0.6287650	0.0734649	0.6546017	0.4698173	0.0301679	0.4873290	0.0092687	0.3821063	0.0269169	0.0116342	0.0091346	0.1238890	0.3927640	0.5341262	0.0405374	0.0025907	0.0371592	0.1794058	0.0594009	0.1541723	0.1696112	0.8785776	0.5595618	0.0000000	0.2552740	0.4118710	0.2340389	0.0520841	0.2511522	0.1306852	0.6961525	0.8433195	0.6446876	0.1172666	0.0641346	0.7370488	0.0656075	0.6867005	0.6772819	0.5424438	0.7296891	0.5979897	0.7536985	0.5555421	0.4065168	0.1733977	0.5991525	0.6678245	0.4620506	0.3190206	0.4814839	0.4524311	0.2897420	0.2438888	0.0700347	0.2420733	0.0111433	0.2877539	0.7313181	0.4368802	0.5056920	0.4025971	0.3372963	0.4383512	0.6498558	0.0321916	0.2242459	0.0214431	0.0272563	0.0621210	0.3597034	0.8110250	0.0192505	0.0995686	0.1782097	0.0211192	0.5102510	0.1288596	0.7679845	0.1421169	0.4871128	0.1661718	0.2069449	0.0758383	0.0266908	0.7393331	0.8418673	0.5322074	0.8100784	0.4932159	0.5607631	0.8040997	0.3994714	0.6848795	0.5509242	0.7108427
0.1523159	0.2209300	0.4729629	0.3290707	0.8576090	0.0365060	0.8092750	0.4104738	0.0088991	0.4471227	0.0083112	0.4386832	0.0433181	0.0339951	0.0080203	0.1062744	0.3874364	0.4591571	0.0738414	0.0033201	0.0371780	0.1182634	0.0664675	0.1993205	0.1312889	0.7168340	0.3977283	0.3247756	0.0000000	0.4412878	0.2894577	0.0159146	0.2677022	0.1241101	0.7479722	0.6350639	0.6660754	0.1509199	0.0433687	0.6267058	0.0505652	0.7768201	0.7065805	0.6445482	0.5884171	0.7423264	0.5511396	0.7657931	0.4887696	0.1743984	0.8304911	0.6218482	0.5162692	0.2117355	0.6510022	0.4098524	0.2233026	0.2240842	0.1478604	0.3513673	0.0286691	0.3354046	0.5674054	0.4568979	0.6653848	0.2683934	0.4553218	0.4767936	0.4546910	0.0211182	0.1817484	0.0209368	0.0341824	0.1071337	0.4477718	0.5835954	0.0078430	0.1121782	0.1988893	0.0400610	0.4542012	0.1133161	0.7132539	0.1897462	0.8899072	0.2371620	0.2050134	0.0752220	0.0356579	0.7854253	0.7017154	0.4861205	0.6864413	0.4570827	0.4604696	0.6312864	0.3402253	0.8603764	0.5588350	0.6727615
0.1812348	0.2571934	0.6023499	0.4038438	0.7395646	0.0717120	0.8175317	0.4672141	0.0121622	0.4545415	0.0191542	0.4327512	0.0468833	0.0153266	0.0123730	0.1245056	0.3416952	0.5763644	0.0666911	0.0024208	0.0482595	0.2193184	0.1034994	0.0941649	0.1199519	0.7193116	0.3802578	0.3414756	0.2627529	0.0000000	0.2155361	0.0249392	0.2030344	0.0851140	0.6431736	0.7072091	0.6951319	0.0881566	0.1174358	0.8516672	0.0467915	0.6764572	0.6068212	0.5654450	0.7041134	0.6828109	0.6338279	0.5739002	0.3522715	0.1612106	0.6218738	0.7087267	0.3843484	0.2959212	0.5323510	0.3150710	0.3626160	0.3333381	0.1179112	0.2005530	0.0428182	0.3438875	0.6232656	0.4946054	0.5099264	0.2974244	0.4032149	0.5348187	0.5681542	0.0211923	0.1831367	0.0268691	0.0719400	0.0492693	0.4336519	0.7031302	0.0178667	0.1143203	0.2009720	0.0369675	0.3502698	0.1082329	0.6507594	0.1961983	0.6706152	0.1988393	0.1232943	0.0527860	0.0566076	0.7351056	0.6532704	0.4879105	0.6521209	0.6091051	0.5067619	0.8036150	0.2514695	0.6849781	0.7583678	0.6533153
0.1496007	0.2921722	0.5012412	0.3767106	0.6522993	0.0641676	0.7709599	0.4504378	0.0162802	0.4372852	0.0352906	0.4174539	0.0467385	0.0334767	0.0248550	0.0953009	0.4689521	0.6277243	0.0493643	0.0037687	0.0311346	0.2029387	0.1137544	0.1267716	0.1644236	0.7920953	0.6269068	0.3437915	0.1881390	0.4146195	0.0000000	0.0165569	0.1785205	0.0916319	0.6412213	0.6891958	0.8375256	0.0763570	0.0697183	0.6901512	0.0395138	0.6724487	0.7732036	0.6201912	0.6892444	0.7526590	0.7010411	0.5538221	0.4052708	0.2072857	0.6408418	0.7285991	0.4649027	0.2906205	0.5417917	0.3045985	0.2006569	0.2817830	0.1038665	0.2688766	0.0158538	0.3204740	0.7262668	0.5177669	0.6223922	0.2472183	0.3829972	0.5175559	0.5537554	0.0154112	0.2307857	0.0126025	0.0283842	0.1070557	0.2927551	0.7714181	0.0103136	0.0942917	0.1705851	0.0241455	0.3583053	0.1168919	0.6392301	0.1688256	0.5479433	0.1986082	0.1262361	0.1144455	0.0232286	0.7311797	0.6773954	0.5368775	0.7213762	0.4103356	0.5174268	0.5895933	0.2397584	0.6433314	0.6673076	0.7946670
0.2624842	0.2185698	0.5449019	0.4162315	0.7293379	0.0403612	0.6250686	0.4117651	0.0152915	0.5765725	0.0158162	0.3526058	0.0278901	0.0246561	0.0103183	0.0782695	0.3747278	0.5102612	0.0801761	0.0034210	0.0545790	0.2008122	0.1022165	0.1319677	0.2031209	0.6459735	0.4698256	0.3765404	0.2059183	0.5304314	0.2479863	0.0000000	0.2150269	0.1441004	0.5864703	0.7854028	0.7577981	0.1199036	0.0761074	0.6691879	0.0540217	0.5951542	0.8885187	0.7044881	0.6576475	0.7561155	0.6667022	0.7802701	0.3622027	0.1658907	0.6236746	0.8142720	0.5490044	0.2834316	0.4391801	0.3875254	0.3019511	0.1832422	0.1126919	0.2784179	0.0237259	0.3917705	0.5926117	0.5420475	0.4536754	0.3384456	0.3403760	0.5280546	0.5316487	0.0083903	0.1530295	0.0131505	0.0502160	0.0648945	0.4666839	0.7771764	0.0104039	0.1672572	0.1563384	0.0203473	0.4798164	0.1164174	0.7105876	0.1970796	0.6582455	0.2480654	0.1524038	0.0714395	0.0627184	0.5963138	0.7519245	0.4484415	0.7779141	0.4836290	0.5957102	0.6633511	0.3034043	0.7835633	0.6205253	0.6622823
0.2033138	0.2472398	0.5662360	0.2996948	0.7258534	0.0810816	0.6724870	0.4272924	0.0103701	0.4773152	0.0069031	0.3260684	0.0370149	0.0179813	0.0054773	0.1494560	0.3642449	0.5516194	0.0646349	0.0011977	0.0452269	0.2559501	0.1603838	0.2386334	0.1183869	0.7221855	0.4489846	0.3591017	0.1533589	0.5598763	0.2184399	0.0381311	0.0000000	0.1188607	0.7797813	0.6358622	0.6365261	0.0761124	0.0658548	0.6891725	0.0467833	0.7535735	0.6715895	0.6062236	0.7155445	0.6744235	0.6361966	0.6859963	0.3938552	0.2078478	0.7466722	0.8010923	0.5056269	0.2728265	0.5695371	0.3392849	0.2726761	0.3245480	0.0839896	0.2298986	0.0247988	0.3780884	0.6687158	0.4571386	0.7315973	0.3010059	0.4406136	0.3916922	0.5225570	0.0064765	0.1996390	0.0136910	0.0684175	0.0652764	0.3982345	0.6920159	0.0375722	0.1266251	0.1605830	0.0114009	0.4012677	0.1233731	0.6305516	0.1640526	0.6073214	0.1883591	0.1256446	0.0550838	0.0439378	0.7149595	0.6702499	0.4611574	0.7622962	0.5572617	0.4312499	0.6336338	0.3210122	0.6774490	0.5448940	0.7715626
0.2077387	0.2248279	0.5597686	0.3302700	0.7110482	0.0567537	0.7773793	0.4370872	0.0256307	0.5229326	0.0313807	0.4525668	0.0345115	0.0212914	0.0075863	0.1243462	0.4596530	0.5575580	0.0535543	0.0111399	0.0530029	0.1498025	0.2035071	0.2373147	0.1361867	0.7866489	0.5179786	0.3375605	0.1822713	0.5033030	0.1756920	0.0139845	0.1916104	0.0000000	0.6860256	0.6958047	0.6066164	0.0607408	0.0620990	0.6557124	0.0383059	0.7202208	0.6416993	0.6227504	0.7122197	0.7431812	0.6855313	0.7464265	0.4687839	0.2650671	0.6136071	0.6927105	0.4287452	0.2422672	0.4671273	0.4223476	0.2719292	0.2142647	0.1168268	0.2673181	0.0150576	0.2650902	0.7093652	0.4139741	0.5033305	0.3537208	0.4769300	0.4497715	0.5933977	0.0237315	0.2305356	0.0278267	0.0500689	0.0753913	0.3435694	0.6648341	0.0240909	0.1010733	0.1613133	0.0195513	0.4652827	0.1309158	0.8497660	0.2364954	0.6374407	0.1766923	0.1733844	0.0823221	0.0280117	0.7246261	0.6054085	0.5171425	0.7055931	0.4813455	0.4080501	0.6640764	0.2497701	0.6377144	0.6394973	0.6509579
0.1497204	0.3413564	0.5245885	0.4726541	0.6883726	0.0426798	0.7295097	0.4354475	0.0189200	0.5227055	0.0094945	0.4538884	0.0259108	0.0327178	0.0233216	0.1801770	0.3231588	0.5605621	0.0537738	0.0060119	0.0331040	0.1376660	0.1451506	0.0790093	0.1089878	0.6394757	0.5634472	0.3719098	0.1748063	0.5494383	0.2680064	0.0159589	0.1997259	0.1838887	0.0000000	0.7306548	0.7440079	0.1003123	0.0493912	0.6775137	0.1157158	0.7052118	0.6741574	0.5622891	0.6565786	0.6639133	0.6609660	0.5955778	0.4147300	0.1720836	0.6780336	0.6963119	0.4810004	0.3464977	0.5866915	0.3536428	0.2615953	0.3070025	0.1801618	0.2538932	0.0235321	0.2708862	0.5607589	0.4908756	0.5049399	0.3380411	0.4536814	0.4403337	0.5431326	0.0243288	0.1548133	0.0131576	0.0537064	0.0857532	0.4190932	0.7548877	0.0305026	0.1330652	0.1929434	0.0429841	0.4208977	0.0956510	0.7857969	0.1762307	0.6539246	0.2200933	0.1991236	0.0817211	0.0440902	0.7639852	0.7738832	0.4118229	0.6387498	0.4298199	0.5672132	0.6394786	0.3368686	0.7080008	0.6352745	0.7806050
0.3997408	0.4581411	0.5697094	0.5894430	0.6011355	0.0647404	0.5612452	0.7018702	0.0467947	0.4407938	0.0364698	0.3083349	0.0716222	0.0090912	0.0080172	0.1018752	0.3196773	0.4978224	0.0455535	0.0049463	0.0241015	0.1383573	0.6630957	0.5988717	0.4032745	0.8134151	0.4849549	0.3447830	0.5770734	0.5153316	0.2746678	0.0220968	0.2215201	0.1306906	0.6029074	0.0000000	0.0042454	0.1015929	0.0576477	0.6688666	0.0400276	0.7222399	0.6768282	0.5554774	0.7316481	0.6982784	0.4082469	0.3620523	0.5038006	0.1783870	0.5968037	0.7863554	0.4823544	0.2851555	0.5708228	0.3925263	0.2379559	0.2297104	0.2856193	0.5422663	0.1800323	0.6068855	0.6238349	0.5490387	0.5040300	0.3897722	0.3077294	0.8198653	0.0635121	0.7162660	0.7737028	0.6748451	0.5514428	0.8204668	0.5475173	0.0361977	0.4905551	0.0719007	0.2007907	0.0292330	0.3614824	0.1245479	0.6743003	0.1857459	0.7253544	0.1793856	0.1141420	0.0800659	0.6513010	0.6804641	0.6103119	0.4704766	0.6141601	0.4404591	0.6323424	0.5859411	0.2456555	0.8294938	0.4751662	0.6239969
0.4503574	0.3348189	0.5307153	0.5402935	0.6233213	0.0777724	0.7837288	0.4550090	0.0179016	0.5225644	0.0164551	0.3273051	0.0321909	0.0291449	0.0202079	0.1106973	0.3198610	0.5595650	0.0717067	0.0011942	0.0495689	0.1401254	0.5906934	0.7502740	0.3744786	0.6494467	0.5320219	0.2295617	0.6710313	0.5530292	0.2829428	0.0313611	0.1975162	0.1571505	0.7651398	0.6725462	0.0000000	0.1074309	0.0618758	0.7173190	0.0454785	0.6812805	0.7154736	0.5687476	0.5716002	0.6765149	0.3811195	0.2843802	0.3816520	0.1329378	0.6243888	0.6296163	0.4160268	0.3295695	0.4299548	0.3893270	0.2783114	0.3019723	0.2180464	0.4375241	0.2277301	0.6428034	0.6746877	0.6844554	0.6451580	0.4624919	0.2603342	0.2650390	0.0459968	0.7265530	0.5956888	0.8059298	0.6916224	0.6447948	0.5435515	0.0249658	0.4954005	0.1709609	0.1839702	0.0420575	0.4843038	0.1576688	0.8070194	0.1337558	0.6827357	0.2085520	0.1262026	0.1116939	0.8738879	0.6790378	0.6727034	0.4465367	0.8162520	0.4773464	0.6690746	0.6145494	0.2989712	0.7800383	0.5973551	0.6974097
0.1333266	0.2420071	0.5254025	0.4319937	0.7872660	0.0781586	0.6406598	0.4947217	0.0194839	0.5317384	0.0246618	0.4036930	0.0229135	0.0123531	0.0055954	0.0775474	0.3444106	0.4907086	0.0415659	0.0013274	0.0547679	0.2199009	0.0866410	0.1300425	0.1633164	0.9194429	0.4506884	0.3577070	0.2226590	0.5225552	0.2385758	0.0248492	0.1942161	0.1387417	0.6885398	0.6493394	0.6457841	0.0000000	0.0623268	0.6540412	0.0244389	0.5585762	0.6188527	0.5138645	0.6253556	0.7697328	0.5959009	0.5385432	0.4538495	0.1155772	0.6589621	0.6626514	0.4291431	0.1755037	0.5190506	0.2499123	0.3005376	0.3213180	0.1122407	0.3129115	0.0253360	0.2484031	0.7133734	0.5056142	0.4956151	0.4679712	0.5190546	0.5428751	0.4374412	0.0362399	0.1753503	0.0161181	0.0240866	0.0571185	0.3993616	0.6810942	0.0205790	0.1519828	0.2171014	0.0266754	0.4148767	0.0871668	0.5947557	0.1989925	0.6823989	0.1178100	0.2114532	0.0955735	0.0378574	0.7172707	0.6280264	0.3997308	0.7825397	0.4544422	0.4356502	0.6898404	0.3002306	0.6752563	0.7103654	0.7990793
0.1539238	0.2275429	0.7849603	0.3749454	0.7163251	0.0498347	0.8694070	0.4063096	0.0092389	0.5401850	0.0209895	0.4020283	0.0386560	0.0153561	0.0055448	0.1268598	0.3848526	0.5688311	0.0490553	0.0028929	0.0732402	0.2165262	0.0992396	0.1919009	0.1406757	0.8202595	0.5178032	0.2824650	0.1753250	0.6271318	0.2320826	0.0200072	0.2487117	0.1068400	0.6531878	0.6767514	0.6338925	0.0759650	0.0000000	0.6815665	0.0483214	0.7347823	0.8652673	0.6031080	0.6168228	0.7044901	0.6442483	0.5917388	0.4456204	0.2191063	0.7639909	0.7922431	0.4875654	0.2588259	0.4315028	0.4588230	0.3074263	0.3105498	0.0701191	0.3391304	0.0204542	0.3572246	0.8099970	0.5333841	0.6128418	0.3766291	0.3541475	0.5306502	0.4467055	0.0238421	0.2286322	0.0253065	0.0223784	0.0803776	0.4168544	0.6944832	0.0054492	0.1083448	0.1714314	0.0380612	0.3652431	0.1956638	0.7816280	0.1781353	0.6228259	0.1748927	0.1399032	0.0356904	0.0395538	0.7688468	0.8413095	0.4445146	0.6931193	0.5020408	0.4494043	0.6704043	0.3080252	0.5955014	0.6964048	0.6234538
0.1582491	0.2000965	0.5961226	0.3310010	0.7404751	0.0520433	0.7292041	0.4505110	0.0223701	0.5505287	0.0192115	0.3016318	0.0334271	0.0348459	0.0103286	0.1183497	0.3454268	0.4609032	0.1034846	0.0037002	0.0337936	0.1762462	0.1480831	0.2242115	0.1707120	0.6946410	0.6117856	0.3292707	0.2000821	0.4860108	0.2813157	0.0244846	0.2451455	0.1274915	0.8487393	0.7541096	0.7664658	0.1099941	0.0597309	0.0000000	0.6849533	0.6636898	0.6687011	0.5612878	0.6366005	0.6630805	0.6933186	0.5730731	0.4827515	0.1709881	0.6624992	0.6499944	0.3887388	0.1861706	0.5836092	0.3135240	0.3282700	0.3237138	0.0745400	0.2948217	0.0070298	0.3038284	0.7842410	0.5210568	0.5819630	0.3660320	0.3007962	0.4314276	0.4692034	0.0207681	0.2096553	0.0193084	0.0515288	0.0659422	0.4360634	0.7147590	0.0077317	0.1360965	0.1529855	0.0292667	0.3643469	0.0868228	0.6386597	0.2552942	0.6083545	0.2040108	0.1710484	0.0847081	0.0553015	0.6847281	0.7996264	0.4688598	0.9199449	0.3404106	0.3891801	0.6819767	0.2653109	0.8798060	0.4530360	0.7115780
0.1548931	0.2005147	0.6550269	0.3897701	0.7098993	0.0452282	0.6855116	0.4069471	0.0341508	0.5137489	0.0087307	0.3507383	0.0442362	0.0297770	0.0174463	0.1399568	0.3838782	0.5414205	0.0568936	0.0025267	0.0657359	0.2058989	0.1914152	0.0675154	0.1165729	0.8209979	0.5004522	0.3605756	0.2044510	0.4184490	0.1726005	0.0109796	0.2255048	0.0975264	0.6370788	0.6226179	0.8131819	0.0889341	0.0441335	0.6360850	0.0000000	0.7896017	0.6709497	0.4799694	0.7983905	0.7394106	0.8298983	0.5975722	0.4229944	0.1715421	0.7509020	0.7311110	0.3448561	0.2732536	0.5033298	0.3109393	0.2532410	0.3193916	0.1026173	0.2150687	0.0223486	0.2758560	0.7452051	0.4401277	0.4491013	0.4071194	0.2908324	0.4620040	0.4286744	0.0167526	0.2323906	0.0238556	0.0480410	0.0972679	0.4991238	0.6595905	0.0234885	0.0834253	0.1780624	0.0101889	0.4810614	0.1451885	0.6974271	0.1912055	0.5433178	0.2417177	0.1383653	0.0646778	0.0339658	0.6553580	0.6929537	0.5193406	0.7298240	0.5464745	0.5981161	0.5971461	0.2546527	0.7151820	0.7131210	0.8153366
0.3105187	0.3842664	0.5936412	0.4810583	0.7618203	0.0531658	0.6388392	0.5066718	0.0087923	0.4116466	0.0260974	0.2852089	0.0334741	0.0132785	0.0075187	0.1053854	0.4057752	0.6371214	0.0582991	0.0026193	0.0619108	0.2157848	0.1159645	0.1948134	0.1464473	0.8392758	0.5309965	0.4004072	0.1740988	0.4655668	0.2217505	0.0227421	0.1859303	0.1449443	0.7105795	0.6907707	0.6026477	0.1073915	0.1126317	0.6760709	0.1050632	0.0000000	0.7028278	0.6161773	0.6191798	0.7227411	0.7562032	0.7418442	0.4052550	0.1595920	0.6482011	0.6995550	0.3944882	0.3070304	0.4969467	0.3655183	0.2476756	0.2999168	0.0776305	0.3168806	0.0155867	0.2686182	0.7187110	0.4868711	0.5003852	0.4075671	0.3714538	0.4937773	0.5353579	0.0263120	0.2700634	0.0190950	0.0596495	0.0920865	0.4374301	0.7438196	0.0169172	0.1092925	0.1459664	0.0389425	0.3883275	0.1176412	0.6535326	0.1716133	0.5575148	0.1583454	0.1844337	0.0869481	0.0608293	0.6574664	0.6833122	0.4453686	0.8563417	0.3962548	0.5278415	0.6084209	0.3414325	0.6898429	0.6033823	0.7892562
0.1798479	0.2941707	0.5276483	0.3909162	0.7345185	0.0370851	0.7033235	0.3741804	0.0142628	0.4469548	0.0455584	0.4183685	0.0448383	0.0201638	0.0190399	0.1836214	0.4222799	0.5519183	0.1194328	0.3019749	0.0207128	0.1504686	0.1847397	0.5047975	0.1712235	0.8136767	0.5865564	0.5783705	0.1896452	0.5346235	0.0132086	0.0210875	0.1923340	0.1058515	0.5651334	0.6840794	0.6366125	0.1191017	0.0608259	0.7030290	0.0337314	0.5537543	0.0000000	0.0237029	0.0199309	0.6417219	0.7033312	0.6531532	0.4332862	0.0714832	0.8617409	0.6724299	0.3688049	0.2167946	0.5647314	0.2855509	0.2309954	0.2198477	0.3734253	0.4644404	0.3318089	0.1914426	0.0542050	0.2065915	0.5233831	0.3416384	0.3234930	0.6415160	0.4934353	0.0341353	0.2135983	0.0300798	0.0487610	0.1249594	0.0485399	0.6928473	0.0231234	0.6557288	0.6732800	0.6603862	0.3335833	0.1504085	0.6710529	0.1516613	0.6545539	0.1504522	0.1347139	0.0986964	0.0578487	0.6618538	0.6424626	0.4567999	0.6522359	0.2092675	0.3671657	0.6731599	0.2804156	0.7202436	0.6535053	0.6216488
0.1753653	0.3272076	0.5146999	0.3770457	0.8638671	0.0267160	0.7758143	0.4940780	0.0149433	0.3436496	0.0249279	0.3325346	0.0273785	0.0098536	0.0045347	0.1452635	0.4104699	0.5315238	0.1253492	0.2662993	0.0326182	0.1661921	0.1059526	0.4239025	0.1455517	0.7551003	0.6031054	0.5757154	0.2332383	0.4945793	0.0199681	0.0135510	0.2025551	0.1286535	0.7290943	0.6601183	0.7118362	0.0988744	0.0545294	0.6287556	0.0296368	0.6896849	0.6602685	0.0000000	0.5088915	0.7062496	0.7762157	0.7103178	0.4430173	0.0534971	0.5817313	0.7273149	0.3094858	0.1988417	0.5441131	0.4571640	0.2930364	0.2461110	0.4419935	0.4392504	0.2612830	0.1657498	0.0307585	0.1783972	0.5372057	0.3261354	0.4218527	0.4762278	0.5262464	0.0233373	0.2229604	0.0285320	0.0421566	0.0569111	0.0568786	0.6999733	0.0141820	0.7958326	0.6977990	0.6332249	0.3971826	0.1127437	0.7575962	0.1849513	0.5904944	0.2166635	0.1714269	0.0868234	0.0340070	0.7833539	0.6134147	0.4016085	0.6093290	0.1753045	0.3635499	0.6724069	0.2769935	0.7001820	0.6487840	0.6589192
