"","G1","G2","G3","G4","G5","G6","G7","G8","G9","G10","G11","G12","G13","G14","G15","G16","G17","G18","G19","G20","G21","G22","G23","G24","G25","G26","G27","G28","G29","G30","G31","G32","G33","G34","G35","G36","G37","G38","G39","G40","G41","G42","G43","G44","G45","G46","G47","G48","G49","G50","G51","G52","G53","G54","G55","G56","G57","G58","G59","G60","G61","G62","G63","G64","G65","G66","G67","G68","G69","G70","G71","G72","G73","G74","G75","G76","G77","G78","G79","G80","G81","G82","G83","G84","G85","G86","G87","G88","G89","G90","G91","G92","G93","G94","G95","G96","G97","G98","G99","G100"
"G52",2.18406870233147e-07,3.3331323777962e-07,7.54067795249166e-09,1.05909615549507e-07,2.8689898106803e-08,0,9.59104722975193e-08,1.50008745588395e-07,1.06939363112554e-07,5.71212138913474e-07,0,1.62384738460063e-06,2.21544231906358e-07,7.9645667529711e-09,1.01087712146682e-09,1.70313997279512e-07,1.54644041704747e-08,5.98322891547918e-07,1.70251825416005e-08,1.63913002990784e-09,8.97940878182842e-08,3.21987781730787e-07,4.25110871258147e-08,5.75434850169653e-08,1.67773107092729e-07,2.58625090218613e-08,2.07145205984947e-08,6.15606619906932e-07,1.91652213232692e-08,0,4.79451165075488e-07,6.15861549604325e-09,8.3813389578554e-07,1.67165647511929e-07,2.2806371117945e-07,5.03405112378964e-07,1.73337726595936e-07,2.1683545122881e-07,4.98717422329332e-08,1.9483577306095e-08,1.60118081019018e-08,4.8184554166406e-07,7.57679176831268e-07,1.79784253817582e-07,3.38789655787964e-06,5.88258687319172e-07,2.44472601024586e-07,7.65853488825574e-08,1.80838815951748e-07,9.86225207151197e-09,8.58068983118533e-08,0,6.49555718019709e-07,1.31381498948583e-06,2.34443857872016e-06,6.10475471545308e-07,3.86874101700106e-07,1.1361807235156e-06,6.31665901210824e-07,2.12235655930266e-06,1.60155286456038e-08,2.20939574516613e-07,5.62769970449114e-08,8.34049606168925e-08,2.33049889422449e-06,1.34024698940473e-07,2.48716083622323e-06,2.91774397356456e-06,2.14537732381082e-06,1.27568856223647e-08,2.82399356064546e-07,6.27147858737791e-10,5.24429850843928e-09,4.20265473489393e-08,1.50706293732306e-08,1.67585606547532e-07,7.96484268528814e-09,1.14915807816964e-08,2.15482564849278e-08,4.71995030799335e-09,3.56115447754004e-07,4.0607981569746e-08,8.72248960275413e-08,4.35852618942628e-07,2.22384900736562e-07,1.29217923427091e-06,3.52174989911113e-08,8.1284765473134e-07,6.60131104274955e-08,4.1528086875062e-07,5.0447593520351e-08,1.87071007430672e-07,1.05306638143351e-07,2.82555228447019e-07,9.49084903188378e-08,8.52993982346444e-08,4.56051621969393e-07,2.99167684269551e-08,7.07677102446392e-08,1.5943012942579e-06
"G53",2.54069331411093e-06,6.23304925158148e-07,1.1513260088283e-06,3.0296195411972e-05,1.99760726589331e-06,4.59490984038831e-07,9.36184290272292e-07,1.05132140296928e-06,1.60136764340875e-07,2.33390583448284e-07,4.41103241185338e-08,2.45033540776438e-06,7.63481390477917e-08,6.33397218976435e-07,6.18762132215387e-07,1.53244418527991e-06,2.83181939061196e-06,7.44422690576346e-07,7.9450807421632e-07,8.83018625456368e-08,9.89231142255978e-09,1.4570930576717e-05,3.20025706342658e-08,1.58736396622636e-06,3.46890553979143e-07,8.80925869806184e-07,2.76601847716836e-07,3.95079145658759e-08,0,2.42063751440096e-06,4.00093148220222e-06,4.40688624713617e-08,1.14314298066201e-07,2.89243153819024e-07,3.68131756928046e-07,1.24776763971027e-07,2.69499658159021e-07,6.69712349943676e-08,5.28458695964547e-07,2.40638864501948e-07,1.58989730410988e-07,1.75728870696768e-07,4.88068402918902e-06,1.31263086227874e-06,6.24219000630613e-07,4.76440214890902e-06,7.98150025653758e-07,2.66487191428877e-06,2.28133597311795e-06,2.12714716785258e-06,2.85376590838094e-05,1.30271351102557e-06,0,8.01534801105681e-07,3.43669494737185e-07,6.03778578140598e-06,9.63650123474931e-06,9.52025893244274e-07,2.25574283198892e-08,1.86009032860358e-06,2.19127086467263e-07,2.25445422070501e-07,2.18016560351146e-07,9.99076796669686e-07,1.18619342377956e-06,3.91777811940376e-07,1.41723107328864e-07,3.9944664243335e-07,9.31233752813789e-08,4.61359472429212e-07,0,1.30942330714721e-07,1.25330870759901e-08,2.0586632198633e-09,2.27982735791294e-08,1.17301677638599e-07,5.33947382847925e-10,3.95655164728936e-07,4.64153132263065e-07,3.11410800247677e-07,5.27792404195775e-07,1.40381478705161e-07,4.86088670181798e-08,1.55334003587652e-06,9.17307458208039e-08,9.53005300995636e-07,2.54079585188092e-07,4.97506141395595e-08,5.47095645889096e-09,4.44203210912884e-06,3.35359069765126e-06,7.51120695674635e-08,4.83434747815076e-07,5.35192339204389e-07,1.24546160811181e-07,2.21331742787693e-07,8.20657560431965e-07,2.60012247450276e-07,1.40876466530019e-06,1.44638837596803e-06
"G54",2.23436401863361e-06,1.1518179801329e-05,3.87122396668515e-07,1.19887859685669e-06,2.00536146105506e-06,4.27958846021996e-08,4.0943388846823e-07,2.00831574853217e-06,0,1.4147123643587e-05,7.11514936853672e-08,2.67556418987558e-07,6.06119994141851e-08,1.30165329626145e-07,7.57523048763762e-08,1.84405103023489e-06,8.27901643781033e-08,4.56139614267935e-06,3.51867492267073e-07,4.90705109680621e-08,8.31388284200885e-08,5.9874899935361e-06,3.4606488589628e-07,1.40840175781144e-06,6.43458125002115e-07,1.31990211758215e-05,2.94012207498893e-07,1.78259653009188e-06,1.78017157622668e-06,3.3145421115904e-05,2.10490715694689e-06,4.33063628940372e-07,1.97152872851111e-07,3.4707438644279e-06,5.76694514468444e-05,1.29004001062287e-05,6.89854287520923e-07,1.27583145061651e-06,4.32552398803314e-07,1.12945766873313e-05,1.6113441141821e-05,4.65287129605274e-06,9.59785884403413e-07,3.40378997979022e-06,2.34950975087262e-06,6.63979844073509e-07,3.49370832128999e-06,1.77714160677529e-05,7.64232296617463e-06,4.14604938330015e-06,2.31039108963241e-06,7.05487056333388e-06,5.33639248817331e-06,0,0.000207324915763787,5.45228477061281e-06,3.12931267549937e-06,3.07625946282622e-06,1.18689247242285e-06,1.47456509612843e-06,1.07073790876608e-07,1.72710916178879e-06,3.48944482584574e-06,4.74107047193301e-07,2.09836955586411e-06,1.32338646013895e-06,3.32278043542611e-05,0.000101508014637321,5.42398332825164e-05,7.63598213945914e-08,0,2.55944443294631e-07,3.2233438722863e-07,2.87267034530319e-06,9.26648129666273e-05,3.30791609295161e-07,5.46828152791022e-09,8.28986138176336e-07,8.52434762818923e-07,2.49535227386316e-08,0.000142833747310553,0.000347733010164534,2.24270075907241e-05,2.27582585803508e-06,2.99204397690209e-06,1.1971355782912e-05,6.52003580136889e-07,8.79691576668672e-07,0,5.22862925864861e-06,1.28472363077984e-06,5.50101579281847e-07,3.35453035477448e-06,3.02856268384131e-06,2.7293268995028e-05,1.17575309538545e-06,3.96636113957932e-07,3.17911208549598e-05,1.3624959979767e-05,1.85517603366861e-06
"G55",1.47359526407011e-06,1.46090835196134e-08,5.53244473725685e-07,4.86404560483992e-08,1.02591227463505e-06,2.54115984315247e-08,1.54071560787558e-07,1.14944330139951e-06,2.74304954241997e-08,3.24091545567711e-06,0,4.96016663587076e-07,0,1.9293168894488e-07,0,3.10063382234719e-07,1.73477303513599e-07,4.83451207576649e-07,1.14148167944486e-07,0,8.92103485791615e-07,3.34562732023192e-07,1.65466578295147e-08,4.4914027822657e-07,1.2794945012973e-08,1.5823191172955e-07,1.28670185572796e-07,1.97823362079731e-06,2.67695597933452e-07,2.69668221450523e-06,3.33266759360816e-06,3.63449041203667e-09,2.1530544535883e-08,1.51837917045706e-08,1.18246539698292e-06,1.79934938342736e-06,4.97825931603647e-07,8.55356400129607e-08,2.57768166934193e-08,1.01882950475091e-07,4.32728339567389e-08,1.48169688936056e-07,3.13475906776259e-07,1.87733808347891e-06,8.64033178956106e-08,1.00471102695418e-06,2.66068761388309e-07,2.57722647829445e-07,1.05240055546209e-06,1.47938771649584e-06,1.495592393067e-07,2.37731328048629e-06,2.67582636902713e-07,1.84404154060505e-05,0,2.13019791159593e-06,5.23821868305307e-07,1.35788826108226e-06,2.99215751672404e-07,7.97121265168515e-07,5.81527887432972e-09,1.10803901765346e-06,7.31322350696205e-07,1.25247256921838e-06,7.46259258739682e-07,1.4657676642365e-06,2.88386965446747e-07,9.56489109092337e-08,3.30312596614726e-07,1.22176799453664e-09,0,6.14853428492559e-08,1.23827599083067e-08,2.60016366538002e-07,9.34483103016094e-07,1.25129743403421e-07,3.99532842423722e-09,1.94722477852331e-08,3.46007344805213e-07,9.03321813975685e-09,1.0278070018548e-05,9.84143386102716e-08,4.63636226342607e-07,1.62047917187028e-07,1.43694074262666e-06,7.72821351848462e-06,2.29037314294796e-06,9.24471516339246e-07,1.49296717568288e-08,8.60484646212788e-07,5.37079600639639e-06,1.8468355083057e-06,7.24800206102546e-06,4.45802723207887e-07,1.01891147067444e-06,2.36420142460235e-07,6.96388230718022e-07,7.89147349552453e-06,2.98172084109493e-06,9.50372538782503e-06
"G56",1.98104793993385e-07,3.64255850226124e-06,9.72061787820471e-08,6.64280110649626e-08,2.26895990916631e-07,7.4204974715133e-08,2.66199438693532e-07,1.29067778875373e-07,1.42756726043322e-08,2.23573638420697e-06,1.71834546107336e-08,1.04379041745895e-07,0,1.74103481475392e-08,6.54903770688119e-09,1.19682039785738e-06,2.58626510655476e-08,8.94511599965759e-07,1.33296361826389e-07,0,7.02109466736808e-08,1.31268176427403e-05,3.4570395163385e-07,1.08703164890194e-07,4.19100285714123e-08,1.03114410101309e-06,2.11927785875557e-07,1.1030333375189e-06,2.27918555930614e-08,4.38895611288092e-06,1.68931047065186e-06,9.18424081056071e-09,6.00664343458346e-08,6.77061689539263e-08,4.80762460439826e-08,5.40889911018143e-07,5.68365288171305e-07,2.24017195435118e-07,2.75647237118336e-08,5.12779807591036e-07,2.90689502772303e-08,2.69819828209267e-07,8.49171518416321e-07,3.21881864356247e-07,1.10345376056892e-07,4.39816396838249e-06,1.38272177036399e-06,9.74540154285302e-07,2.116760959448e-05,2.25461334422834e-06,5.54832692776575e-07,1.43409488213283e-06,6.10168528340877e-06,1.26951615895248e-06,7.37714821404734e-07,0,1.66615233844382e-05,6.37655945061815e-07,6.00551549517916e-08,5.97497988128766e-07,9.03140931983552e-08,5.53078540243937e-07,3.84310039832614e-07,1.6726550050479e-07,4.92520205900865e-07,1.75240237552102e-06,6.62639670228731e-06,4.01616613893973e-06,2.4794715318628e-07,9.27418411427972e-06,3.65757703197754e-07,2.03291172879262e-08,2.05858436374937e-07,7.60435594154637e-08,9.36269025626052e-07,1.04214810125925e-06,3.10498885541611e-08,4.11206820444379e-08,5.51856173926729e-08,0,3.40311244060851e-07,1.21602058111707e-07,2.74109337757967e-07,1.16267128555923e-06,7.28561187719618e-07,5.03649958081945e-07,1.89204580122356e-08,2.23217374790625e-07,3.53799261088137e-09,2.0916200368809e-05,7.93273327991221e-07,3.03029543785041e-07,2.05782450830791e-06,3.55488868320393e-07,8.52096408484676e-07,9.28154807166795e-08,2.28142843697002e-07,1.76485159488967e-06,1.80153315700461e-07,2.63999867997343e-06
"G57",3.83779233795914e-07,9.20392315462248e-07,7.53356723194033e-07,1.01230848132442e-07,1.84351683026403e-07,3.20011612120621e-09,5.5780362222765e-06,7.98157678739223e-07,4.99953137277837e-08,6.22527941049556e-07,2.72381173971986e-08,4.10636009780785e-07,1.0714339806089e-07,2.8938130886664e-08,2.54294629082333e-07,2.26384030652942e-06,9.40817111368236e-07,1.92039625887803e-06,1.18632405800469e-07,1.23375993897299e-09,9.79948915860291e-09,3.63210823737644e-06,1.47249852903657e-07,1.29427152407263e-07,1.91582172105357e-06,2.72531566094329e-06,9.40286448584487e-08,1.21852795168964e-07,6.61765077911765e-08,5.31331681696167e-07,1.30198514859725e-07,8.23735412233205e-09,4.03865213600514e-08,7.45005489228703e-08,1.26193184795509e-08,4.22645080807844e-07,9.41151309031583e-08,1.99701274272714e-08,1.23732496454374e-07,1.18020185386948e-06,1.66760964201419e-07,5.53291916776234e-08,3.72068578319329e-07,3.32460481016457e-07,1.91198426194694e-07,7.47882966261234e-06,1.83332852936918e-06,1.66219615765059e-06,8.02447825164556e-07,2.24982940414512e-06,6.75059135771298e-07,1.10801466569107e-06,5.56913138691282e-06,2.54880434819983e-08,6.36695161080363e-07,9.12337208696297e-06,0,8.96242256067768e-07,1.9460598090103e-07,1.76392779243683e-06,7.04275351981508e-08,3.31721827279447e-07,3.27301025696214e-07,1.5032036939901e-08,5.0885340269267e-07,2.22730508115515e-07,9.58806247669772e-08,8.01787541536972e-09,3.6765836889819e-07,3.46534758026536e-08,2.41752646736128e-07,2.12627295292429e-08,3.249253626555e-08,1.95118193138812e-07,5.67606153175762e-07,6.48231131291588e-08,3.67179247596314e-09,6.07427388969548e-09,1.52266314638857e-07,1.75437704246209e-08,1.98991783128689e-07,2.89878611381706e-07,1.84808988031553e-06,7.57749980304079e-07,6.87859002356019e-08,8.23770353638543e-08,1.53543074022049e-07,1.7088822788641e-06,8.44357169193985e-09,9.03218429810361e-08,1.15550583836833e-06,9.11461317656109e-07,8.76332797716868e-08,2.68490750094109e-06,1.50200180075244e-06,4.32870149282106e-07,7.25366337844526e-07,7.12207157949007e-07,2.15909205020172e-07,1.2839950057918e-06
"G58",3.76574206240287e-07,3.73679097163346e-06,1.79619394679325e-06,8.97042123047014e-06,4.81829095028803e-07,3.86883147133664e-07,1.50153998608991e-06,2.74676968752778e-07,1.79083580182132e-05,6.24870151768848e-07,8.21583894103788e-06,1.74761562256141e-06,2.62280392072844e-06,4.96600061352123e-08,2.68235834909268e-08,1.07417499172149e-06,2.6188655625179e-06,8.18989353766586e-06,2.67592284694938e-06,0,3.76279891634344e-07,7.87230016056411e-06,1.54832291513877e-06,3.41830977957783e-07,1.60536495678301e-06,6.59796619071535e-07,8.76599515376447e-07,6.73819878623279e-08,1.93232795831548e-08,4.31122152955628e-06,7.26150236342996e-08,1.11445396497673e-08,1.08614691114407e-06,4.62227474822285e-07,3.35043611031767e-07,6.1824769065681e-07,2.07581703710321e-07,9.61858297915802e-06,1.66113148014678e-05,2.20742219115134e-06,1.178190782904e-07,5.55229241077458e-07,1.13184272738813e-07,7.07362119197095e-07,2.04054091851019e-07,1.36988932857597e-05,3.78509868902473e-06,3.43252336888218e-06,4.90710577997855e-06,5.49981518340462e-06,9.73230588702427e-08,5.21095677639272e-05,4.137754258771e-06,1.97866121739363e-06,9.25002270107816e-06,3.24985463931543e-06,5.37716436225921e-06,0,5.09010279350858e-07,2.09189820491616e-06,3.44259692115193e-07,9.42661880924898e-08,4.70402974082718e-07,1.75799592714823e-06,3.31886080132165e-06,2.34416162906143e-07,9.53184976655938e-06,1.08720447302969e-07,7.03173804469397e-06,5.43272887986417e-10,1.80380162020387e-06,1.09067510435761e-07,5.05115771167288e-08,7.77217195764371e-09,6.78510628903757e-07,1.11032233914249e-07,3.15408202453445e-07,3.09961934918398e-08,3.4554397895977e-07,1.05220440256328e-09,3.12346261112229e-07,2.90272780736595e-07,4.03329242262942e-06,8.47763114075198e-06,9.16839725337687e-06,6.02968550373398e-06,1.14289920114089e-05,1.15710846977858e-05,1.54469759406633e-07,5.4861781259822e-07,5.23686083653156e-06,5.40672447132612e-07,8.4186021352642e-07,1.68483493882708e-06,2.87951665536425e-07,1.47984094379828e-06,6.03645245281979e-07,1.18053565484955e-06,6.49173590932592e-06,4.14739861970045e-06
"G59",3.09812415216218e-06,1.37558076786368e-05,2.3253849265114e-06,1.31479806519319e-06,1.60013371345037e-06,8.34811590161292e-08,1.65778916777746e-06,7.88450387229594e-08,0,1.10924992664441e-05,8.46004798256233e-09,5.0132852897038e-06,0,6.00499520568666e-08,3.32621751108211e-09,2.09699888892096e-06,2.20459376792135e-07,1.21651494228931e-06,4.56192014824059e-06,0.00011770517446452,4.69546287266969e-06,2.27128980927077e-05,2.77622669460136e-07,3.72615798189849e-05,6.56686103754319e-07,1.03042695090274e-06,4.13482392189516e-06,8.27921595995798e-07,1.33050695287409e-06,2.86482333930455e-06,2.73160414660401e-05,1.5081064846085e-08,3.69066526348031e-07,2.28781295435244e-07,2.74278725216694e-05,5.53995249513233e-06,1.49288104497168e-07,0,4.6075366610112e-07,1.01145203370987e-06,2.55488061565319e-07,1.51556353875185e-06,1.51739980907232e-05,3.03391078001563e-05,1.00470146318063e-05,4.19371107807871e-05,4.37285637115295e-06,9.18199420390066e-05,2.1624013403648e-05,1.38297057087442e-05,1.37170120011259e-05,1.38014678883464e-05,3.11011241812695e-07,1.52601788364732e-06,7.4485983308341e-06,2.86719773504539e-06,1.34712330839548e-05,5.2378054056016e-06,0,9.05966739879126e-05,0.000248422470839067,3.4726792473701e-06,0.000152293526723211,7.6751668538977e-06,2.92891974647578e-05,5.28722818440318e-05,7.20405321103388e-07,3.23939965355509e-06,8.80449697421777e-06,8.92468346629156e-07,9.85445011267621e-07,9.02362354659071e-09,2.70976356474796e-07,2.87812527883833e-06,8.53777648176374e-05,5.74093962257435e-05,9.15476018201121e-09,0.000216271877410132,0.000194586695847088,0.000214526369223409,9.97765483235453e-07,1.46939807166796e-06,2.25809413358023e-06,7.07921631643479e-07,8.22833552986241e-06,8.1767781955137e-07,0,4.09973742436158e-06,3.50893512951535e-07,4.34697715296396e-06,5.56478037793009e-07,6.62692242417588e-07,8.84608058989404e-06,4.75512089948274e-07,4.61984986992593e-06,3.63628706211387e-06,1.68781907439411e-05,1.08267209499594e-06,1.42350749924383e-06,4.22459626343399e-05
"G60",5.91521808535214e-07,1.71018599909471e-06,0,7.53224709795993e-07,3.12322440496923e-06,0,2.51585039303647e-05,1.95534238970318e-06,1.62047733184544e-07,8.55995449645887e-05,1.84148066351211e-07,4.74834662960919e-06,1.01176368338092e-07,1.5679517539627e-07,6.60235135299166e-09,2.70400124524352e-06,2.17822546730045e-07,4.50848055517556e-06,2.20033457054144e-07,1.21549483145866e-05,1.64576390616562e-07,2.97971320545842e-06,1.25625484524363e-05,8.09387770337485e-05,1.24564171697451e-06,3.02438386751301e-06,9.00932761502557e-06,4.37701814305343e-07,7.37848702071318e-06,1.30141152738936e-05,1.12805634035964e-05,1.29191933165181e-07,3.08539231508891e-07,1.81052363550093e-07,7.99617968111042e-08,2.73257021605165e-05,6.51419638167072e-06,1.12219373257486e-06,8.60923294538525e-07,1.67026338319483e-06,4.07415553173246e-07,1.60111058705765e-06,3.74291383267103e-05,5.2879861072192e-05,7.63735147278157e-06,6.25322852335099e-06,1.64285474346901e-06,5.1370873995404e-06,4.82121849108417e-06,6.31002692986837e-06,3.96208204502422e-06,1.03405710245593e-05,1.45847553923616e-05,1.63403762073422e-06,6.0947637946591e-07,1.21061397184923e-06,2.50340579358348e-05,3.08672545752575e-06,0.000125233500386324,0,0.00027534067102603,3.55671065057964e-06,2.95641995642579e-05,1.7153258181758e-06,9.0261137672925e-07,5.35257326847693e-07,6.8720367210589e-07,4.93999765710391e-05,2.69724703694978e-06,5.40322387471078e-06,1.32740326049897e-05,4.75200659310232e-06,4.16611650534975e-06,1.17049612675937e-05,1.32015884294642e-05,8.73381423001234e-07,1.41523485337375e-05,3.68995789166459e-05,3.6996586773752e-05,3.55653590513023e-05,1.93697566355929e-06,3.00886827860788e-06,4.82730921040605e-07,6.47985724976502e-07,2.14365949895124e-06,1.07450225298114e-06,4.45304220139324e-07,1.92596902953123e-06,3.12426026821153e-06,3.55107556598356e-07,4.13098607109694e-07,3.71001630913037e-06,2.41123673524809e-07,3.12517023422247e-05,6.76145412073853e-06,8.58040369145825e-06,3.08406330729157e-06,5.57534914254953e-06,1.42313575930985e-05,2.11468920154792e-05
"G61",6.98879139386306e-06,1.74785934553496e-06,3.17734960900942e-06,1.02596533977552e-06,6.02958715674359e-06,2.79756838915867e-08,7.06490297666443e-06,5.27828587787503e-06,0,8.89464291499641e-06,1.20859688022125e-07,5.59545198625012e-06,1.88834683292789e-08,4.83607738930734e-07,4.56776302894328e-09,1.56709038611496e-06,1.68803710052563e-05,1.7172805867676e-05,2.77135959702905e-06,0.000139556111168132,7.52501815263781e-07,7.14048246211975e-06,4.43214156034986e-06,8.78145283405042e-05,1.20018106643948e-06,2.83398162895366e-06,4.13404561275249e-07,9.4610920387058e-06,1.12420826274787e-06,2.49488172215071e-06,3.73554149576481e-05,0,1.3814222485248e-06,6.5771564796262e-06,1.58839302197091e-06,6.24711527853237e-06,1.21383695532402e-06,4.05449877907739e-07,1.53998481796595e-07,5.33261449427919e-06,5.9277866683156e-06,1.06063446930595e-07,5.3067783273225e-05,3.17750460390977e-05,3.03957638697241e-05,7.19913089070556e-06,1.35296181628359e-05,5.64968430578146e-06,2.09503561229885e-06,1.65980746176717e-05,4.92659890911986e-06,0.000242388023402414,2.95586244337429e-05,5.44259709230758e-06,6.9282228670219e-06,4.23538018589553e-05,3.41091691396186e-06,7.07341091150365e-05,0.000362634333039196,0.000288437204567795,0,3.08382297198296e-06,0.000188196119154919,5.22006100639963e-06,2.96128922121385e-06,1.55130167189921e-07,1.64150565798267e-05,2.54811671933915e-06,2.9467424881977e-07,1.11667098585562e-05,2.95309856682438e-06,3.65326940161517e-07,1.15227318984422e-06,3.34367202655672e-06,9.76104213924497e-05,2.72076657172423e-06,6.82759223249392e-07,0.000236110283805608,0.000259795456384907,0.000305000095978492,7.92026293433007e-06,1.4797481740759e-06,1.29332075640921e-05,4.2105416537822e-06,1.1186771836752e-05,9.78170854830471e-06,2.59179891086153e-06,5.2249293483328e-07,7.67391232529135e-07,1.47542767975692e-05,1.74465065642922e-06,5.24523843373595e-06,1.1484944714374e-05,3.82723321481904e-06,2.98765216691636e-06,1.46865290912601e-05,4.44955109830356e-06,5.91857019092878e-06,1.4570026793636e-05,2.14772869804927e-05
"G62",4.00023881368324e-05,3.53001168169434e-06,3.57237720721157e-06,1.13654093126591e-06,1.85078903603944e-06,3.72118977847707e-08,6.32277941471051e-08,3.82367583401297e-06,1.59648271575735e-07,5.12922723905523e-07,8.19517700188755e-08,5.41295758594699e-07,0,0,0,9.30549508083488e-08,2.91360905373301e-07,4.88142219276463e-07,0,6.93764766587641e-07,9.11738539939815e-06,1.55424254732879e-06,9.23631999747464e-06,7.28750793547143e-06,5.32458681474985e-06,3.31037933062132e-06,2.26895457546323e-06,6.29425368529514e-07,1.21349060050283e-05,8.11831389289684e-08,1.8363767913321e-05,8.44932926726173e-09,1.48785063559056e-07,1.82052527059666e-07,1.73351296051576e-07,9.188560782778e-06,1.74895349066293e-05,5.22586229697412e-08,2.64062653967709e-08,1.38664791268846e-07,8.80592118864451e-08,7.96295057556168e-08,3.93507699994742e-06,5.7583770514764e-05,5.88407541765617e-06,3.07233762269741e-06,1.41383166642799e-05,3.91378348241944e-06,1.88417736110445e-07,2.81283401655107e-05,1.46485455458923e-05,1.28002929033752e-06,4.12830123722386e-06,1.58154636169943e-06,1.45259683239079e-06,4.7344265686462e-06,2.1855249643421e-06,3.41734672162331e-07,1.81108704327078e-06,2.81834413174803e-06,7.96557947973565e-07,0,2.59882806492168e-06,1.50741969625622e-05,2.45900593553873e-06,4.5885235415109e-06,8.04116712590199e-06,2.75084688291931e-06,9.71369195584555e-06,1.81151497751165e-05,1.95390039757551e-05,1.95337197844554e-05,1.53191101679112e-05,1.43602192054159e-05,5.34014718899003e-06,9.44643323622067e-06,1.34259273500941e-05,5.51118721049104e-06,2.10639680032324e-06,2.66808212136741e-06,1.77676619695431e-06,6.61571647661372e-08,7.50864323136986e-07,2.39564639490638e-07,0,6.48629515300819e-06,7.18969766445279e-07,1.90326355423646e-07,1.79333953621546e-05,8.44675771844071e-06,2.63166361643755e-06,1.55246710679928e-06,5.556389132988e-07,7.65546550417744e-06,1.81141015254814e-06,1.19383585170575e-05,1.01664278339775e-05,8.48665501862778e-07,3.81384638614524e-07,1.71236598567742e-06
"G63",4.65144072836766e-07,2.21220196881319e-06,6.02708192357482e-05,2.30147934487218e-06,1.04716037631797e-05,6.30120823207931e-08,6.22161046561671e-06,3.74223229934184e-06,1.27770009541193e-07,1.4611997462562e-05,6.50060117022341e-08,9.73898193932027e-06,5.80354495864267e-08,3.46114067890143e-07,1.1061134855285e-07,3.40536980335008e-06,1.43494285287953e-05,9.13636927767318e-06,1.98681012792856e-06,0.000138974343102657,1.0215473956102e-07,3.61279199991881e-06,7.48095539794374e-08,1.32453212228528e-06,7.57888594399452e-07,2.17320958129854e-05,4.78451556213481e-06,3.72022923847083e-05,3.85242738743202e-06,3.61753476914092e-06,3.59772514016306e-05,2.24632986579131e-06,1.96919022127687e-06,8.4730580369583e-08,2.78003754420743e-05,7.79085676262023e-07,1.36885895402286e-06,3.94957250823696e-08,8.2172832579335e-07,1.42768874232478e-06,4.71714478626785e-07,2.97611435702482e-06,1.20929340687878e-05,9.14169740721454e-05,0.000119744294913957,7.39154988895124e-07,3.43409131218541e-07,2.1886277154813e-07,7.43701492702792e-07,9.50233124234336e-06,3.71438375831275e-06,2.84598169759892e-06,2.87139276245587e-06,9.68891495965545e-06,2.81866721622423e-05,1.01227398071876e-05,4.78675898147863e-06,1.18559599574079e-06,0.00015493170261067,7.53468644894375e-06,7.87003276993318e-05,2.81320927745458e-06,0,5.43295263627937e-06,1.69165895307738e-06,2.94804854885214e-06,1.25155017252317e-06,6.8412214816508e-07,6.98617169847972e-07,0,7.88483139490294e-08,1.13546437040407e-08,1.60967994332865e-07,6.63546609587065e-07,9.53040614556493e-05,2.29753137545724e-07,1.29541159019804e-08,0.000197212016727772,0.000166723823305491,0.000200226952254045,1.05503024544429e-05,1.31702197165312e-05,4.25452399924166e-06,7.1542405952482e-06,1.13447651474879e-06,2.73661621354478e-06,8.22159721121947e-06,1.73579767020366e-06,4.24905342714144e-07,1.65086575705835e-06,1.00801196678968e-06,4.93949509605782e-06,0.00019474952083132,1.25261971522149e-05,0.000439410031463665,0,1.59702425415199e-05,2.02023622588169e-05,4.02867343836367e-06,9.94023794774662e-06
