,MAPKKK_activator,MAPKKK,P_MAPKKK,MAPKKK_inactivator,MAPKK,P_MAPKK,PP_MAPKK,MAPKK_Pase,MAPK,P_MAPK,PP_MAPK,MAPK_Pase
189,0.00075,0.003,0.0,0.0003,1.2,0.0,0.0,0.0003,1.2,0.0,0.0,0.12
190,0.000748494,0.000603134,0.000562176,0.000299439,0.572028,0.406043,0.126204,0.000108163,0.0418682,0.180852,0.791867,0.0282872
191,0.000748977,0.000409685,0.00123312,0.000298773,0.0940212,0.235416,0.776338,6.86124e-05,0.00122276,0.0345755,0.97897,0.0274067
192,0.000748301,0.000681252,0.00200146,0.000298012,0.00332818,0.0436473,1.05987,6.41248e-05,0.00066052,0.0255524,0.988574,0.0273946
193,0.000748063,0.000776635,0.00198301,0.00029803,0.00113882,0.0346327,1.07115,6.40213e-05,0.000646772,0.0252896,0.988852,0.0273943
194,0.000748041,0.000785691,0.0019745,0.000298038,0.00112478,0.0347156,1.07108,6.40206e-05,0.000646853,0.0252911,0.988851,0.0273943
195,0.000748039,0.000786337,0.00197377,0.000298039,0.00112669,0.0347393,1.07106,6.40207e-05,0.000646884,0.0252917,0.98885,0.0273943
196,0.000748039,0.000786379,0.00197372,0.000298039,0.00112688,0.0347412,1.07105,6.40207e-05,0.000646886,0.0252918,0.98885,0.0273943
197,0.000748039,0.000786382,0.00197372,0.000298039,0.00112689,0.0347414,1.07105,6.40207e-05,0.000646887,0.0252918,0.98885,0.0273943
198,0.000748039,0.000786382,0.00197372,0.000298039,0.00112689,0.0347414,1.07105,6.40207e-05,0.000646887,0.0252918,0.98885,0.0273943
199,0.000748039,0.000786382,0.00197372,0.000298039,0.00112689,0.0347414,1.07105,6.40207e-05,0.000646887,0.0252918,0.98885,0.0273943
200,0.000748039,0.000786382,0.00197372,0.000298039,0.00112689,0.0347414,1.07105,6.40207e-05,0.000646887,0.0252918,0.98885,0.0273943
201,0.000748039,0.000786382,0.00197372,0.000298039,0.00112689,0.0347414,1.07105,6.40207e-05,0.000646887,0.0252918,0.98885,0.0273943
202,0.000748039,0.000786382,0.00197372,0.000298039,0.00112689,0.0347414,1.07105,6.40207e-05,0.000646887,0.0252918,0.98885,0.0273943
203,0.000748039,0.000786382,0.00197372,0.000298039,0.00112689,0.0347414,1.07105,6.40207e-05,0.000646887,0.0252918,0.98885,0.0273943
204,0.000748039,0.000786382,0.00197372,0.000298039,0.00112689,0.0347414,1.07105,6.40207e-05,0.000646887,0.0252918,0.98885,0.0273943
205,0.000748039,0.000786382,0.00197372,0.000298039,0.00112689,0.0347414,1.07105,6.40207e-05,0.000646887,0.0252918,0.98885,0.0273943
206,0.000748039,0.000786382,0.00197372,0.000298039,0.00112689,0.0347414,1.07105,6.40207e-05,0.000646887,0.0252918,0.98885,0.0273943
207,0.000748039,0.000786382,0.00197372,0.000298039,0.00112689,0.0347414,1.07105,6.40207e-05,0.000646887,0.0252918,0.98885,0.0273943
208,0.000748039,0.000786382,0.00197372,0.000298039,0.00112689,0.0347414,1.07105,6.40207e-05,0.000646887,0.0252918,0.98885,0.0273943
209,0.000748039,0.000786382,0.00197372,0.000298039,0.00112689,0.0347414,1.07105,6.40207e-05,0.000646887,0.0252918,0.98885,0.0273943
